diseaseNID,diseaseId,diseaseName,type
10659,C0574083,3-Methylglutaconic aciduria type 2,disease
10664,C0574769,Loss of scalp hair,phenotype
10665,C0574785,Lower Urinary Tract Symptoms,phenotype
10668,C0574974,Finger joint hypermobility,phenotype
10670,C0575059,Spastic tetraparesis,disease
10672,C0575081,Gait abnormality,group
10675,C0575158,Kyphoscoliosis deformity of spine,disease
10679,C0575518,Hypertrophy of upper limb,phenotype
10680,C0575535,Thin clavicle,phenotype
10681,C0575802,Small hand,phenotype
10682,C0575803,Radial deviation of hand,phenotype
10684,C0575897,Thumb deformity,phenotype
10685,C0576093,Knee joint valgus deformity,disease
10686,C0576225,Long foot,phenotype
10687,C0576226,Short foot,phenotype
10688,C0576227,Narrow foot,phenotype
10696,C0577608,C4 complement assay (procedure),phenotype
10699,C0577631,Carotid Atherosclerosis,disease
10700,C0577655,Quadriceps weakness,phenotype
10705,C0578022,Finding of body mass index,phenotype
10706,C0578038,Thin lips,phenotype
10712,C0578475,Cyanotic attack,phenotype
10714,C0578531,Skin dimple,phenotype
10717,C0578626,blue iris (physical finding),phenotype
10721,C0578878,Inflammation of large intestine,phenotype
10731,C0581342,Redundant skin,phenotype
10732,C0581354,Recurrent sinusitis,disease
10738,C0581381,Recurrent upper respiratory tract infection,disease
10776,C0585984,Laryngotracheomalacia,disease
10790,C0587178,Anti-nuclear antibody measurement,phenotype
10791,C0587246,Muscle weakness of limb,phenotype
10792,C0587248,Costello syndrome (disorder),disease
10793,C0588006,Mild depression,disease
10805,C0595939,Stillbirth,phenotype
10815,C0596263,Carcinogenesis,phenotype
10824,C0596887,mathematical ability,phenotype
10839,C0598226,Harlequin type ichthyosis,disease
10840,C0598275,Diffuse cerebral atrophy,phenotype
10843,C0598589,Inherited neuropathies,disease
10844,C0598608,Hyperhomocysteinemia,disease
10852,C0599035,Hyperornithinemia,phenotype
10859,C0599973,Waardenburg Anophthalmia Syndrome,disease
10860,C0600031,Congenital absence of spleen,disease
10861,C0600033,Acquired Kyphoscoliosis,disease
10869,C0600104,Obsessive compulsive behavior,disease
10873,C0600125,Prolonged PR interval,phenotype
10874,C0600139,Prostate carcinoma,disease
10878,C0600178,External Carotid Artery Diseases,group
10879,C0600228,Cardiopulmonary Arrest,phenotype
10881,C0600260,"Lung Diseases, Obstructive",group
10883,C0600298,Periodontosis,disease
10884,C0600327,Toxic Shock Syndrome,disease
10887,C0600427,Cocaine Dependence,disease
10889,C0600452,Hepatopulmonary Syndrome,disease
10892,C0600518,Choroidal Neovascularization,phenotype
10894,C0600520,Left Ventricle Remodeling,phenotype
10895,C0677050,Manganese Poisoning,disease
10902,C0677598,Stomatocytosis Result,phenotype
10904,C0677607,Hashimoto Disease,disease
10911,C0677776,Hereditary Breast and Ovarian Cancer Syndrome,disease
10915,C0677865,Brain Stem Glioma,disease
10917,C0677886,Epithelial ovarian cancer,disease
10930,C0678199,Anemia of inadequate production,disease
10932,C0678202,Regional enteritis,disease
10934,C0678222,Breast Carcinoma,disease
10935,C0678230,Congenital Epicanthus,disease
10942,C0678909,Brain Waves,phenotype
10945,C0679254,Disease recurrence,phenotype
10975,C0684249,Carcinoma of lung,disease
10978,C0684276,Hypsarrhythmia,phenotype
10996,C0685409,Congenital Camptodactyly,disease
11001,C0685695,Abnormal lung lobation,disease
11003,C0685707,Muscular ventricular septum defect,disease
11006,C0685776,Congenital absence of mandible,disease
11008,C0685787,Cleft face,disease
11011,C0685838,Gonadal dysgenesis XX type deafness,disease
11017,C0685891,Congenital hypoplasia of thymus,disease
11026,C0686353,"Muscular Dystrophies, Limb-Girdle",group
11033,C0687120,Nephronophthisis,disease
11035,C0687132,heavy drinking,disease
11038,C0687150,Parathyroid Gland Adenocarcinoma,disease
11041,C0687720,Central Diabetes Insipidus,disease
11049,C0694550,Recurrent pneumonia,disease
11051,C0694563,Excessive daytime somnolence,phenotype
11056,C0696113,Serum ferritin measurement,phenotype
11060,C0699739,"Sensory Neuropathy, Hereditary",disease
11066,C0699790,Colon Carcinoma,disease
11067,C0699791,Stomach Carcinoma,disease
11069,C0699885,Carcinoma of bladder,disease
11075,C0700078,Decreased tendon reflex,phenotype
11083,C0700201,Dyssomnias,disease
11085,C0700225,Serum creatinine raised,phenotype
11087,C0700292,Hypoxemia,phenotype
11093,C0700379,Total iron binding capacity function,phenotype
11094,C0700438,Sick Headaches,disease
11103,C0700639,"Pyloric Stenosis, Hypertrophic",disease
11113,C0702139,Congenital absence of external ear,disease
11116,C0702166,Acne,disease
11118,C0702169,Acrania,disease
11121,C0728829,Congenital pes cavus,disease
11122,C0728877,Serum albumin level,phenotype
11123,C0728895,Absent finger,disease
11156,C0730290,Cone Dystrophy,disease
11158,C0730292,Macular dystrophy,disease
11160,C0730295,BASAL LAMINAR DRUSEN (disorder),disease
11162,C0730303,Capillary hemangioma of retina,disease
11172,C0730345,Microalbuminuria,phenotype
11173,C0730362,Disorder of macula of retina,group
11181,C0733682,"Hypophosphatemic Rickets, X-Linked Dominant",disease
11186,C0740279,Cerebellar atrophy,disease
11192,C0740345,Germ Cell Cancer,disease
11196,C0740376,Middle Cerebral Artery Thrombosis,disease
11201,C0740391,Middle Cerebral Artery Occlusion,disease
11202,C0740392,"Infarction, Middle Cerebral Artery",disease
11203,C0740394,Hyperuricemia,disease
11217,C0740457,Malignant neoplasm of kidney,disease
11231,C0740858,Substance abuse problem,disease
11250,C0741260,Adult onset asthma,disease
11256,C0741494,Elevated total bilirubin,phenotype
11262,C0741796,Recurrent bronchitis,disease
11273,C0742028,Cerebellar vermis atrophy,phenotype
11297,C0743002,Abnormal Deep Tendon Reflex,phenotype
11308,C0743332,Focal Dystonia,disease
11309,C0743360,Recurrent ear infections,group
11324,C0744356,Abnormality of the genital system,phenotype
11345,C0745103,Hyperlipoproteinemia Type IIa,disease
11371,C0746102,Chronic lung disease,disease
11385,C0746674,Generalized muscle weakness,phenotype
11389,C0746787,Cancer of Neck,disease
11394,C0746889,Hyperpigmented nevi,phenotype
11400,C0747085,Recurrent otitis media,disease
11417,C0747651,Recurrent aspiration pneumonia,disease
11444,C0748397,Reynolds syndrome,disease
11451,C0748605,nocturnal seizures,phenotype
11478,C0749794,"Upper Extremity Deformities, Congenital",group
11491,C0750384,Coumarin Resistance,phenotype
11498,C0750880,Monocyte count result,phenotype
11500,C0750900,"Alzheimer's Disease, Focal Onset",disease
11501,C0750901,"Alzheimer Disease, Early Onset",disease
11502,C0750905,"Amino Acid Metabolism, Inherited Disorders",disease
11503,C0750906,Tactile Amnesia,phenotype
11514,C0750928,"Apraxia, Facial-Oral",phenotype
11515,C0750929,"Arnold-Chiari Malformation, Type I",disease
11518,C0750935,Cerebral Astrocytoma,disease
11520,C0750937,"Ataxia, Appendicular",phenotype
11521,C0750940,"Tremor, Rubral",disease
11535,C0750974,"Brain Tumor, Primary",disease
11536,C0750977,Recurrent Brain Neoplasm,disease
11537,C0750979,Primary malignant neoplasm of brain,disease
11554,C0751010,"Cerebral Infarction, Left Hemisphere",phenotype
11557,C0751014,Subcortical Infarction,disease
11564,C0751036,Hereditary Motor and Sensory Neuropathy Type I,disease
11566,C0751038,"Cockayne Syndrome, Type II",disease
11567,C0751039,"Cockayne Syndrome, Type I",disease
11571,C0751056,Non-epileptic convulsion,phenotype
11575,C0751068,"Deafness, Acquired",disease
11576,C0751071,Familial Dementia,disease
11581,C0751081,"Trisomy 21, Mitotic Nondisjunction",disease
11582,C0751083,"Duane Retraction Syndrome, Type 2",disease
11583,C0751084,"Duane Retraction Syndrome, Type 3",disease
11584,C0751088,"Dyskinesia, Medication-Induced",phenotype
11585,C0751093,"Dystonia, Limb",phenotype
11587,C0751110,Single Seizure,disease
11588,C0751111,Awakening Epilepsy,disease
11597,C0751123,Atonic Absence Seizures,phenotype
11602,C0751142,"Facial Palsy, Lower Motor Neuron",phenotype
11606,C0751157,FRAXE Syndrome,disease
11607,C0751161,UDPglucose 4-epimerase deficiency disease,disease
11608,C0751172,Adult Glycogen Storage Disease Type II,disease
11609,C0751173,"Glycogen Storage Disease Type II, Infantile",disease
11611,C0751175,Hallucination of Body Sensation,phenotype
11613,C0751177,Cancer of Head,disease
11615,C0751187,Periorbital Headache,phenotype
11621,C0751197,Fulminant Hepatic Failure with Cerebral Edema,disease
11623,C0751202,Cystathionine beta-Synthase Deficiency Disease,disease
11625,C0751208,Juvenile Huntington Disease,disease
11626,C0751211,"Hyperalgesia, Primary",phenotype
11627,C0751212,"Hyperalgesia, Secondary",phenotype
11628,C0751213,Tactile Allodynia,phenotype
11629,C0751214,"Hyperalgesia, Thermal",phenotype
11632,C0751217,"Hyperkinesia, Generalized",phenotype
11638,C0751249,Chronic Insomnia,disease
11639,C0751250,Psychophysiological Insomnia,disease
11641,C0751252,Sleep Initiation Dysfunction,disease
11643,C0751257,"Auditory Processing Disorder, Central",disease
11644,C0751262,Adult Learning Disorders,group
11645,C0751263,Learning Disturbance,disease
11646,C0751265,Learning Disabilities,disease
11652,C0751279,"Metachromatic Leukodystrophy, Adult-Type (disorder)",disease
11655,C0751291,Desmoplastic Medulloblastoma,disease
11656,C0751292,Age-Related Memory Disorders,group
11658,C0751294,"Memory Disorder, Spatial",phenotype
11659,C0751295,Memory Loss,phenotype
11661,C0751303,Cerebral Convexity Meningioma,disease
11664,C0751324,"Multiple Sclerosis, Acute Fulminating",disease
11673,C0751336,Distal Muscular Dystrophies,group
11674,C0751337,X-Linked Emery-Dreifuss Muscular Dystrophy,disease
11676,C0751340,"Myasthenia Gravis, Ocular",disease
11691,C0751360,Becker Generalized Myotonia,disease
11692,C0751362,Narcolepsy-Cataplexy Syndrome,disease
11694,C0751365,"Cancer, Embryonal and Mixed",disease
11696,C0751371,"Neuralgia, Ilioinguinal",phenotype
11697,C0751372,Nerve Pain,phenotype
11703,C0751383,Juvenile Neuronal Ceroid Lipofuscinosis,disease
11705,C0751395,Mixed Oligodendroglioma-Ependymoma,disease
11706,C0751396,Well Differentiated Oligodendroglioma,disease
11710,C0751406,Post-Traumatic Osteoporosis,disease
11711,C0751407,"Pain, Migratory",phenotype
11712,C0751408,"Suffering, Physical",phenotype
11721,C0751434,Classical phenylketonuria,disease
11722,C0751435,Hyperphenylalaninaemia,disease
11733,C0751461,"Paralysis, Spinal, Quadriplegic",phenotype
11735,C0751466,Phonophobia,disease
11745,C0751477,"Reflex, Knee, Abnormal",phenotype
11747,C0751479,"Reflex, Moro, Asymmetric",phenotype
11756,C0751494,Convulsive Seizures,phenotype
11757,C0751495,"Seizures, Focal",phenotype
11758,C0751496,"Seizures, Sensory",phenotype
11768,C0751510,Sleep-Related Neurogenic Tachypnea,phenotype
11772,C0751514,Verbal Fluency Disorders,phenotype
11773,C0751522,"Status Epilepticus, Subclinical",disease
11774,C0751523,Non-Convulsive Status Epilepticus,disease
11775,C0751524,Simple Partial Status Epilepticus,phenotype
11782,C0751544,Tangier Disease Neuropathy,disease
11790,C0751559,Pulsatile Tinnitus,disease
11792,C0751564,Pill Rolling Tremor,phenotype
11793,C0751565,"Tremor, Semirhythmic",phenotype
11795,C0751571,Cancer of Urinary Tract,disease
11804,C0751587,CADASIL Syndrome,disease
11811,C0751597,"Ataxia with Lactic Acidosis, Type I",disease
11812,C0751602,Hereditary Autosomal Dominant Spastic Paraplegia,disease
11813,C0751603,Autosomal Recessive Hereditary Spastic Paraplegia,disease
11814,C0751604,Hereditary X-Linked Recessive Spastic Paraplegia,disease
11833,C0751651,Mitochondrial Diseases,group
11836,C0751663,"Canavan Disease, Familial Form",disease
11845,C0751674,Lymphangioleiomyomatosis,disease
11847,C0751676,Basal Cell Cancer,disease
11857,C0751706,Primary Progressive Nonfluent Aphasia,disease
11869,C0751733,"Degenerative Diseases, Spinal Cord",group
11874,C0751748,Nonketotic Hyperglycinemia,disease
11876,C0751751,"Argininosuccinic Acid Synthetase Deficiency, Complete",disease
11886,C0751776,Atypical Inclusion-Body Disease,disease
11888,C0751778,"Myoclonic Epilepsies, Progressive",disease
11889,C0751779,Action Myoclonus-Renal Failure Syndrome,disease
11890,C0751780,Biotin-Responsive Encephalopathy,disease
11892,C0751782,May-White Syndrome,disease
11893,C0751783,Lafora Disease,disease
11895,C0751785,Unverricht-Lundborg Syndrome,disease
11902,C0751824,Sagittal Sinus Thrombophlebitis,disease
11908,C0751837,Gait Ataxia,phenotype
11909,C0751845,Middle Cerebral Artery Embolus,phenotype
11910,C0751846,Left Middle Cerebral Artery Infarction,phenotype
11911,C0751847,"Embolic Infarction, Middle Cerebral Artery",phenotype
11912,C0751848,"Thrombotic Infarction, Middle Cerebral Artery",phenotype
11915,C0751851,Arsenic Encephalopathy,disease
11916,C0751852,Arsenic Induced Polyneuropathy,disease
11929,C0751872,"Immune Disorders, Nervous System",disease
11932,C0751882,"Myasthenic Syndromes, Congenital",disease
11934,C0751884,"Congenital Myasthenic Syndromes, Presynaptic",disease
11935,C0751885,"Myasthenic Syndromes, Congenital, Slow Channel",disease
11938,C0751888,Mesencephalic Neoplasms,disease
11945,C0751901,"Tic, Vocal",phenotype
11951,C0751916,Classic Pelizaeus-Merzbacher Disease,disease
11956,C0751924,"Neuralgia-Neuritis, Sciatic Nerve",disease
11959,C0751951,Central Core Myopathy (disorder),disease
11963,C0751955,Brain Infarction,disease
11964,C0751956,Acute Cerebrovascular Accidents,disease
11965,C0751958,"Lymphoma, Lymphocytic, Intermediate",disease
11968,C0751967,"Multiple Sclerosis, Relapsing-Remitting",disease
11970,C0752097,Autosomal Dominant Juvenile Parkinson Disease,disease
11971,C0752098,Autosomal Dominant Parkinsonism,disease
11972,C0752100,Autosomal Recessive Parkinsonism,disease
11973,C0752101,"Parkinsonism, Experimental",disease
11974,C0752104,Familial Juvenile Parkinsonism,disease
11975,C0752105,"Parkinsonism, Juvenile",disease
11979,C0752120,Spinocerebellar Ataxia Type 1,disease
11980,C0752121,Spinocerebellar Ataxia Type 2,disease
11981,C0752122,Spinocerebellar Ataxia Type 4,disease
11982,C0752123,Spinocerebellar Ataxia Type 5,disease
11983,C0752124,Spinocerebellar Ataxia Type 6 (disorder),disease
11984,C0752125,Spinocerebellar Ataxia Type 7,disease
11986,C0752130,Spinal Cord Ischemia,disease
11997,C0752166,Bardet-Biedl Syndrome,disease
11999,C0752197,Adult-Onset Dystonias,disease
12004,C0752202,Childhood Onset Dystonias,disease
12005,C0752203,"Dystonia, Primary",disease
12006,C0752205,"Dystonia, Secondary",disease
12007,C0752206,"Dystonias, Sporadic",disease
12032,C0752307,"Anoxia-Ischemia, Cerebral",disease
12033,C0752308,"Hypoxia-Ischemia, Brain",disease
12035,C0752324,Focal Tonic Seizures,disease
12039,C0752347,Lewy Body Disease,disease
12042,C0752353,"Atrophy, Muscular, Spinobulbar",disease
12043,C0752355,Myotonia Fluctuans (disorder),disease
12046,C0795690,Congenital omphalocele,disease
12066,C0795830,CHROMOSOME 9p DELETION SYNDROME,disease
12068,C0795833,KLEEFSTRA SYNDROME 1,disease
12071,C0795841,Jacobsen Distal 11q Deletion Syndrome,disease
12080,C0795864,Smith-Magenis syndrome,disease
12087,C0795889,Allan-Herndon-Dudley syndrome (AHDS),disease
12090,C0795905,Cantu syndrome,disease
12091,C0795907,CONOTRUNCAL ANOMALY FACE SYNDROME,disease
12092,C0795910,COWCHOCK SYNDROME,disease
12097,C0795934,Digitorenocerebral Syndrome,disease
12101,C0795950,Corpus callosum agenesis neuronopathy,disease
12102,C0795953,MASA SYNDROME (disorder),disease
12103,C0795956,Chylomicron retention disease,disease
12105,C0795996,"STRIATONIGRAL DEGENERATION, INFANTILE (disorder)",disease
12106,C0795998,JACKSON-WEISS SYNDROME,disease
12109,C0796003,Juberg-Marsidi syndrome,disease
12110,C0796004,Kabuki make-up syndrome,disease
12111,C0796012,Krause-Kivlin syndrome,disease
12114,C0796019,SPASTIC PARAPLEGIA 23 (disorder),disease
12117,C0796028,"ATAXIA, FATAL X-LINKED, WITH DEAFNESS AND LOSS OF VISION",disease
12119,C0796032,Malpuech facial clefting syndrome,disease
12122,C0796037,Martsolf syndrome,disease
12125,C0796059,Oculopalatoskeletal syndrome,disease
12126,C0796063,microcephaly-digital anomalies syndrome,disease
12128,C0796070,"MICROPHTHALMIA, SYNDROMIC 7",disease
12129,C0796074,MOHR-TRANEBJAERG SYNDROME,disease
12132,C0796085,Nance-Horan syndrome,disease
12134,C0796093,Odontoonychodermal dysplasia,disease
12136,C0796095,Opitz trigonocephaly syndrome,disease
12138,C0796113,"Nephroblastomatosis, fetal ascites, macrosomia and Wilms tumor",disease
12142,C0796126,AICARDI-GOUTIERES SYNDROME 1,disease
12144,C0796135,Renpenning syndrome 1,disease
12146,C0796147,Acrocallosal Syndrome,disease
12148,C0796154,"SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1",disease
12149,C0796159,Mental retardation Smith Fineman Myers type,disease
12150,C0796160,"MENTAL RETARDATION, X-LINKED, SNYDER-ROBINSON TYPE",disease
12151,C0796173,Spondyloperipheral dysplasia short ulna,disease
